                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                0.69683,                 1.0428,                0.80077,                 1.0129,                0.78212,                0.41635,                0.48619,                0.41383,                0.82207,                0.40415,                0.47073,                0.35563,                0.83298,                 2.2102,                 1.4121,                 1.1521,              0.0015185,              0.0015185,              0.0015185
                     12,                0.67818,                  1.033,                0.77393,                 1.0141,                0.68699,                 0.5183,                0.59078,                0.48724,                0.68653,                0.51984,                0.57971,                0.43008,                0.74362,                 1.8109,                 1.0872,                 1.1146,               0.001502,               0.001502,               0.001502
                     13,                 0.6789,                0.97896,                0.78086,                 1.0098,                0.73825,                0.61393,                0.61009,                0.51332,                0.71899,                0.59264,                0.59784,                0.45048,                0.78113,                 1.7073,                 1.0865,                 1.1441,              0.0014855,              0.0014855,              0.0014855
                     14,                  0.668,                0.94219,                0.74829,                  1.001,                 0.7595,                0.55509,                0.60116,                0.52832,                0.77805,                 0.5627,                0.60323,                0.46337,                0.69383,                 1.8532,                 1.0882,                  1.094,               0.001469,               0.001469,               0.001469
                     15,                 0.6432,                 0.9582,                0.69068,                0.99705,                0.74516,                0.59451,                0.64186,                0.52501,                0.71857,                0.58258,                 0.6187,                0.45647,                0.73459,                 1.6056,                 1.0129,                 1.1063,              0.0014525,              0.0014525,              0.0014525
                     16,                0.64663,                0.98159,                0.77169,                 1.0002,                0.74388,                0.59767,                0.61674,                0.52567,                0.76372,                0.61083,                0.62139,                0.46417,                0.67654,                 1.5595,                 1.0348,                 1.0828,               0.001436,               0.001436,               0.001436
                     17,                 0.6218,                0.91257,                0.68459,                  0.976,                0.69512,                0.58776,                0.62258,                0.54654,                0.67141,                0.59071,                0.61536,                0.50369,                0.72019,                 1.6009,                 1.0724,                 1.1013,              0.0014195,              0.0014195,              0.0014195
                     18,                0.62676,                0.86178,                0.69008,                0.97965,                0.67971,                0.72636,                 0.7031,                 0.5865,                0.67492,                0.72229,                0.69891,                0.54871,                 0.6871,                 1.6736,                0.89705,                 1.0626,              0.0014029,              0.0014029,              0.0014029
                     19,                0.62412,                  0.905,                0.65452,                0.98054,                0.67788,                 0.6687,                0.65666,                0.56257,                0.80788,                0.59071,                0.65354,                0.49902,                0.65866,                 1.4778,                0.91425,                 1.0425,              0.0013864,              0.0013864,              0.0013864
                     20,                 0.6114,                0.88182,                0.63949,                 0.9824,                0.72148,                0.67062,                0.69482,                0.60515,                0.72148,                0.67062,                 0.6893,                0.52598,                0.68903,                 1.5615,                0.91797,                 1.0476,              0.0013699,              0.0013699,              0.0013699
                     21,                0.59048,                0.85932,                0.62075,                0.95677,                0.82127,                0.61087,                 0.6745,                0.55831,                0.80004,                0.60297,                0.65411,                0.49443,                  0.689,                 1.9258,                0.96426,                 1.0805,              0.0013534,              0.0013534,              0.0013534
                     22,                0.59734,                0.85177,                0.62239,                0.97379,                0.86594,                0.56979,                0.69687,                0.59538,                0.86195,                0.56608,                0.67974,                0.53066,                0.68141,                 1.4089,                0.86669,                 1.0671,              0.0013369,              0.0013369,              0.0013369
                     23,                0.57829,                0.82636,                0.60997,                0.96169,                0.75325,                0.62188,                0.63172,                0.55356,                0.74599,                0.61391,                0.62038,                0.49424,                 0.6125,                 1.4532,                0.98025,                 1.0265,              0.0013204,              0.0013204,              0.0013204
                     24,                0.55933,                0.76721,                 0.5747,                 0.9445,                0.70818,                0.63019,                0.63749,                0.56653,                0.70615,                0.62206,                0.63077,                0.50629,                 0.6394,                 1.5594,                0.97616,                 1.0264,              0.0013039,              0.0013039,              0.0013039
                     25,                0.56719,                0.78091,                0.59467,                0.95599,                0.74968,                0.69908,                0.67707,                0.59609,                0.72442,                0.67779,                0.65609,                0.52168,                0.60109,                 1.4698,                 0.8486,                 1.0199,              0.0012874,              0.0012874,              0.0012874
                     26,                0.56459,                0.79438,                0.56739,                0.95444,                0.70839,                0.60347,                0.63091,                0.55309,                0.70466,                0.59986,                0.62132,                 0.4901,                0.66412,                 1.4052,                0.97205,                 1.0745,              0.0012709,              0.0012709,              0.0012709
                     27,                0.56248,                0.84131,                0.57295,                0.94764,                0.68886,                0.66455,                0.66184,                0.57987,                0.68555,                0.66048,                0.65836,                0.52329,                0.64424,                 1.5873,                0.93191,                 1.0449,              0.0012544,              0.0012544,              0.0012544
                     28,                0.57215,                0.78601,                0.55503,                0.95874,                0.76985,                0.60954,                0.66986,                0.58994,                0.76245,                 0.6027,                0.66128,                0.52551,                0.67463,                 1.5956,                0.91959,                 1.0628,              0.0012379,              0.0012379,              0.0012379
                     29,                0.54866,                0.72918,                0.53358,                0.94269,                0.80032,                0.63115,                0.66252,                0.57734,                0.79177,                0.62302,                0.65055,                0.52797,                0.68208,                 1.4766,                0.89082,                 1.0577,              0.0012214,              0.0012214,              0.0012214
                     30,                0.53531,                0.75657,                0.51555,                0.93605,                 0.6956,                0.67583,                0.66847,                0.58585,                0.68867,                0.66769,                0.66135,                0.51277,                 0.6001,                 1.5773,                 0.8666,                 1.0348,              0.0012049,              0.0012049,              0.0012049
                     31,                0.53391,                0.78157,                0.53627,                0.93041,                 0.8139,                0.62636,                0.69954,                0.61199,                0.78773,                0.60791,                0.67114,                0.52242,                0.59308,                 1.6224,                0.84062,                 1.0214,              0.0011884,              0.0011884,              0.0011884
                     32,                0.51525,                0.73301,                0.51817,                0.92913,                0.86713,                0.60291,                0.68971,                0.61457,                0.86713,                0.60291,                0.68357,                0.54012,                0.60941,                 1.4963,                0.85251,                 1.0496,              0.0011719,              0.0011719,              0.0011719
                     33,                0.51836,                0.69682,                0.51912,                0.93093,                0.92965,                0.60526,                0.66429,                0.59027,                0.92513,                0.60119,                0.65779,                0.51966,                0.63766,                 1.5272,                 0.9144,                 1.0481,              0.0011554,              0.0011554,              0.0011554
                     34,                0.51546,                0.72259,                0.50147,                0.92299,                0.85745,                0.60058,                0.72146,                0.64425,                0.85304,                0.59651,                0.70481,                0.57201,                0.63101,                  1.342,                0.79962,                 1.0669,              0.0011389,              0.0011389,              0.0011389
                     35,                0.51693,                0.67889,                0.50068,                0.93377,                0.72924,                0.62805,                 0.6443,                0.56889,                0.72501,                0.62398,                0.63314,                0.50258,                0.66916,                 1.6422,                0.91249,                 1.0799,              0.0011224,              0.0011224,              0.0011224
                     36,                0.52218,                0.72892,                0.49242,                0.93074,                0.80244,                0.60647,                 0.6574,                0.58726,                0.80218,                0.60948,                0.65532,                0.51726,                0.58897,                 1.6156,                0.85227,                0.99552,              0.0011059,              0.0011059,              0.0011059
                     37,                0.49808,                0.69708,                 0.4741,                0.91956,                0.69458,                0.68164,                0.67478,                0.59595,                0.68654,                0.67412,                0.65868,                0.51565,                0.59903,                 1.5623,                0.83327,                 1.0205,              0.0010894,              0.0010894,              0.0010894
                     38,                 0.5088,                0.68369,                0.46626,                0.91925,                0.83902,                0.61799,                0.70659,                0.62796,                0.83663,                0.61393,                0.70059,                0.55355,                0.61949,                 1.5568,                0.89977,                 1.0357,              0.0010729,              0.0010729,              0.0010729
                     39,                0.51204,                0.67744,                0.46607,                0.92748,                0.87404,                0.56215,                0.66095,                0.58321,                0.86999,                0.55808,                0.64904,                0.52383,                0.58359,                 1.3584,                0.96292,                0.98322,              0.0010564,              0.0010564,              0.0010564
                     40,                0.49685,                0.64742,                0.47726,                0.92194,                0.88262,                0.58954,                 0.6636,                0.59722,                0.87783,                0.58547,                0.65526,                0.54786,                  0.594,                  1.595,                0.91397,                 1.0192,              0.0010399,              0.0010399,              0.0010399
                     41,                0.48477,                0.65107,                0.46737,                0.91268,                0.82259,                0.60994,                0.68665,                0.61763,                0.81366,                0.60181,                0.67696,                 0.5597,                0.60723,                 1.4919,                0.82225,                 1.0176,              0.0010234,              0.0010234,              0.0010234
                     42,                0.48132,                0.64766,                0.44625,                 0.9074,                0.78856,                0.62709,                 0.6965,                0.61461,                0.78465,                0.62302,                0.69279,                0.54968,                0.64474,                 1.5781,                0.93132,                 1.0478,              0.0010069,              0.0010069,              0.0010069
                     43,                0.49875,                0.66948,                0.45396,                0.91891,                0.77524,                0.66153,                0.66104,                0.59822,                 0.7708,                0.65747,                 0.6552,                0.54403,                0.59424,                 1.5349,                0.90399,                  1.009,             0.00099036,             0.00099036,             0.00099036
                     44,                0.49356,                0.65545,                0.43712,                0.91627,                0.80266,                0.61497,                0.67331,                0.61102,                0.80266,                0.61497,                0.67476,                0.56069,                0.59381,                 1.6893,                0.87788,                0.99969,             0.00097386,             0.00097386,             0.00097386
                     45,                0.47877,                0.63722,                0.43211,                 0.9041,                0.84065,                0.59197,                0.66278,                0.60346,                0.83618,                 0.5879,                0.66445,                0.53303,                0.59972,                 1.4297,                0.92879,                 1.0152,             0.00095736,             0.00095736,             0.00095736
                     46,                0.47239,                0.64141,                0.42903,                0.91003,                0.85708,                0.56729,                0.65985,                0.58956,                0.85245,                0.56322,                0.65137,                  0.533,                0.58897,                 1.5174,                 0.9213,                  1.024,             0.00094085,             0.00094085,             0.00094085
                     47,                0.47125,                0.62795,                0.41619,                0.90238,                0.84048,                0.58258,                0.69324,                0.62339,                0.84048,                0.58258,                0.68644,                0.54661,                0.57104,                 1.5019,                0.84856,                  1.011,             0.00092435,             0.00092435,             0.00092435
                     48,                0.47625,                0.64114,                0.42284,                0.90757,                0.83747,                0.55639,                0.60412,                0.54618,                0.83747,                0.55639,                0.60061,                0.49098,                0.62005,                 1.5258,                0.95599,                 1.0262,             0.00090785,             0.00090785,             0.00090785
                     49,                0.45286,                0.61192,                 0.4061,                0.89287,                0.85178,                0.55981,                0.66307,                0.58801,                0.84741,                0.55574,                0.66051,                0.52249,                0.63024,                 1.6724,                0.93566,                 1.0647,             0.00089134,             0.00089134,             0.00089134
                     50,                0.44743,                0.61596,                0.39848,                0.89438,                0.81601,                0.59089,                0.65311,                0.59092,                0.81601,                0.59089,                0.65493,                0.53393,                0.59778,                 1.7824,                0.92435,                 1.0283,             0.00087484,             0.00087484,             0.00087484
                     51,                0.45932,                 0.6074,                0.40005,                0.89883,                0.78963,                0.59638,                0.64961,                0.58543,                0.78568,                0.59253,                 0.6409,                 0.5227,                 0.5877,                 1.6201,                0.89765,                 1.0115,             0.00085834,             0.00085834,             0.00085834
                     52,                0.44292,                0.60967,                0.39303,                0.88428,                 0.8308,                0.59577,                0.67505,                0.60585,                 0.8359,                0.59948,                0.67556,                0.55152,                0.59648,                 1.3764,                0.85296,                 1.0191,             0.00084184,             0.00084184,             0.00084184
                     53,                0.44065,                 0.5825,                0.39302,                0.89279,                0.86974,                0.63564,                0.67468,                0.61022,                0.86573,                0.63157,                0.67087,                0.53666,                0.57534,                 1.7107,                0.81531,                0.99336,             0.00082533,             0.00082533,             0.00082533
                     54,                0.43911,                 0.5797,                0.38461,                0.88552,                 0.7269,                0.67436,                0.67483,                0.61438,                0.71938,                0.66623,                0.66793,                0.53378,                0.58754,                 1.5195,                0.84552,                 1.0153,             0.00080883,             0.00080883,             0.00080883
                     55,                0.44532,                0.60809,                  0.409,                0.89199,                0.83085,                0.66463,                0.70758,                0.63403,                0.83085,                0.66463,                0.70828,                0.58036,                0.56678,                 1.5377,                0.77912,                0.99316,             0.00079233,             0.00079233,             0.00079233
                     56,                0.44267,                 0.5504,                0.37245,                0.88748,                0.82898,                0.62683,                0.69071,                 0.6248,                0.82059,                0.61878,                0.68423,                0.57226,                   0.58,                  1.621,                0.86485,                 1.0148,             0.00077582,             0.00077582,             0.00077582
                     57,                0.44066,                0.57266,                 0.3766,                0.88737,                0.75602,                0.69805,                0.70319,                0.62379,                 0.9182,                0.60986,                0.70402,                 0.5817,                0.58722,                 1.3916,                0.83096,                 1.0316,             0.00075932,             0.00075932,             0.00075932
                     58,                 0.4363,                0.56681,                0.37845,                0.88148,                0.87717,                0.59539,                0.65162,                0.59013,                0.87278,                0.59133,                0.64789,                0.53013,                 0.5965,                 1.4564,                0.81443,                 1.0293,             0.00074282,             0.00074282,             0.00074282
                     59,                0.43765,                0.56357,                0.36381,                0.88692,                0.72616,                0.64431,                 0.6647,                0.60654,                0.72616,                0.64431,                0.66053,                0.55069,                 0.5821,                 1.8152,                0.79947,                  1.036,             0.00072631,             0.00072631,             0.00072631
                     60,                0.42553,                0.53189,                0.35779,                0.88158,                0.80157,                0.65253,                0.68234,                  0.617,                0.79758,                0.64847,                0.67693,                0.54477,                0.60409,                 1.6216,                 0.8345,                 1.0479,             0.00070981,             0.00070981,             0.00070981
                     61,                0.43372,                 0.5597,                0.36498,                0.89359,                0.78847,                0.62302,                0.67022,                0.59425,                0.79268,                0.61896,                0.65595,                0.53072,                0.61708,                  1.584,                0.84264,                 1.0484,             0.00069331,             0.00069331,             0.00069331
                     62,                0.42617,                0.55056,                0.36822,                0.88717,                 0.7396,                0.67153,                0.67832,                0.61565,                 0.7396,                0.67153,                0.68091,                0.56284,                0.59374,                 1.5055,                0.81647,                 1.0286,              0.0006768,              0.0006768,              0.0006768
                     63,                0.41072,                0.53815,                0.35313,                 0.8777,                0.86374,                 0.6347,                0.70199,                0.63198,                0.86374,                 0.6347,                0.69985,                0.55399,                0.61188,                 1.6581,                0.83843,                 1.0403,              0.0006603,              0.0006603,              0.0006603
                     64,                0.41384,                0.52573,                 0.3423,                0.88071,                0.78491,                0.62366,                0.70055,                0.63479,                0.78102,                0.61969,                0.69717,                0.56405,                0.59437,                  1.688,                0.87951,                 1.0265,              0.0006438,              0.0006438,              0.0006438
                     65,                0.41209,                0.52792,                0.33828,                0.88121,                0.75152,                0.66966,                 0.6965,                0.63362,                0.74347,                0.66153,                0.69329,                0.57141,                0.60062,                 1.7457,                0.86355,                 1.0444,             0.00062729,             0.00062729,             0.00062729
                     66,                0.41009,                0.55499,                0.34685,                0.87782,                0.82529,                0.57948,                0.65754,                0.59366,                0.82086,                0.57542,                0.64812,                0.52521,                0.60236,                 1.8272,                0.91481,                 1.0546,             0.00061079,             0.00061079,             0.00061079
                     67,                0.41165,                0.53637,                0.34142,                0.87842,                0.77923,                 0.6058,                0.67244,                0.60906,                0.73912,                0.62709,                0.66725,                0.53097,                0.57559,                 1.8669,                0.84478,                 1.0355,             0.00059429,             0.00059429,             0.00059429
                     68,                0.41478,                0.54481,                0.34411,                0.88416,                 0.7694,                0.65244,                0.66658,                0.60697,                0.76561,                0.64837,                0.66528,                0.53752,                0.60653,                 1.6481,                0.86856,                 1.0643,             0.00057778,             0.00057778,             0.00057778
                     69,                0.40098,                0.50772,                0.32434,                0.86945,                0.85949,                0.59614,                  0.641,                0.57366,                0.85075,                0.58801,                 0.6289,                0.52297,                0.60045,                 1.7973,                0.87073,                 1.0486,             0.00056128,             0.00056128,             0.00056128
                     70,                0.39724,                0.48753,                0.32609,                0.87496,                0.87664,                0.59671,                0.66497,                0.59534,                0.87227,                0.59264,                0.65713,                0.52602,                0.61096,                 1.7779,                0.83836,                 1.0394,             0.00054478,             0.00054478,             0.00054478
                     71,                0.41079,                0.52187,                0.33672,                0.87498,                0.88913,                0.57015,                0.66721,                0.60133,                 0.8846,                0.56609,                0.65961,                0.53124,                0.60438,                 1.8456,                0.85931,                 1.0864,             0.00052827,             0.00052827,             0.00052827
                     72,                0.39814,                0.52318,                0.32221,                0.86551,                0.75808,                0.67875,                0.67112,                0.59746,                0.75431,                0.67469,                0.66494,                0.54029,                0.61118,                 2.0294,                0.84899,                 1.0617,             0.00051177,             0.00051177,             0.00051177
                     73,                0.39654,                0.50492,                0.32293,                 0.8737,                0.88021,                0.56028,                0.64689,                0.58464,                0.87851,                0.54938,                0.63862,                0.53176,                0.59385,                 1.9163,                0.94386,                 1.0472,             0.00049527,             0.00049527,             0.00049527
                     74,                0.38914,                0.52447,                0.32318,                0.86917,                0.74188,                0.67469,                 0.6826,                0.61433,                0.73429,                0.66656,                0.67111,                0.55777,                0.60435,                  1.895,                0.86235,                 1.1029,             0.00047876,             0.00047876,             0.00047876
                     75,                0.38729,                0.50094,                0.30752,                0.87141,                0.89298,                0.58219,                0.66492,                 0.6103,                0.88862,                0.57812,                 0.6605,                0.56908,                0.58168,                 1.7233,                0.87441,                 1.0513,             0.00046226,             0.00046226,             0.00046226
                     76,                0.38196,                0.50158,                0.30129,                0.86511,                0.85127,                0.64183,                0.70395,                0.64379,                0.84293,                0.63384,                0.69379,                0.58454,                0.57297,                 1.7153,                0.78759,                 1.0496,             0.00044576,             0.00044576,             0.00044576
                     77,                0.38387,                0.51428,                0.30472,                0.86594,                0.88131,                0.59665,                0.67371,                0.61366,                0.87682,                0.59266,                 0.6631,                0.55746,                0.61673,                 1.9037,                0.87158,                 1.0993,             0.00042925,             0.00042925,             0.00042925
                     78,                0.37702,                0.48425,                0.30182,                0.86748,                0.80479,                0.67062,                0.71657,                0.64624,                 0.8025,                0.66249,                 0.7052,                0.57317,                 0.5422,                 1.9371,                0.80026,                  1.003,             0.00041275,             0.00041275,             0.00041275
                     79,                0.37272,                0.47572,                0.29674,                0.86286,                0.75954,                0.66781,                0.68177,                0.61961,                0.75954,                0.66781,                0.68332,                0.55187,                0.58123,                 1.9742,                0.79905,                 1.0547,             0.00039625,             0.00039625,             0.00039625
                     80,                0.36993,                0.47408,                0.29864,                0.86873,                0.67242,                0.70914,                0.66471,                0.60697,                0.66835,                0.70507,                0.66035,                0.55049,                0.56219,                 1.7631,                0.80578,                 1.0332,             0.00037974,             0.00037974,             0.00037974
                     81,                 0.3696,                0.48742,                0.29472,                0.86027,                0.77303,                0.68688,                0.69492,                0.63148,                0.76553,                0.67875,                0.68825,                0.56664,                0.59399,                 1.8523,                0.82991,                 1.0657,             0.00036324,             0.00036324,             0.00036324
                     82,                0.37079,                0.46717,                0.29556,                0.86984,                0.73813,                0.60387,                0.65832,                0.60519,                0.73409,                0.59981,                0.65428,                0.53736,                0.58271,                 1.8444,                0.85491,                 1.0561,             0.00034674,             0.00034674,             0.00034674
                     83,                0.36705,                0.47628,                0.28498,                0.86083,                0.75667,                0.62722,                0.66071,                 0.6014,                0.74915,                 0.6193,                0.65247,                0.53569,                0.56933,                 1.9051,                0.90399,                 1.0595,             0.00033023,             0.00033023,             0.00033023
                     84,                0.35188,                0.45198,                0.27611,                0.85741,                0.72437,                0.63769,                0.66684,                0.59393,                0.71668,                0.62956,                0.65952,                0.54921,                0.57274,                 1.7887,                0.86355,                 1.0764,             0.00031373,             0.00031373,             0.00031373
                     85,                0.35934,                0.45431,                 0.2745,                0.85532,                0.83654,                0.62302,                0.70029,                0.63695,                0.83231,                0.61896,                0.69172,                0.57772,                  0.561,                 1.9566,                0.82146,                 1.0378,             0.00029723,             0.00029723,             0.00029723
                     86,                0.36299,                0.47066,                0.28607,                0.86791,                0.79731,                0.62709,                0.69513,                0.63832,                0.78874,                0.61896,                0.68476,                0.57212,                0.55773,                 1.8528,                0.81028,                 1.0529,             0.00028072,             0.00028072,             0.00028072
                     87,                0.35017,                0.45383,                0.27516,                0.85402,                0.85285,                0.60064,                0.67595,                 0.6153,                0.84859,                0.59657,                 0.6706,                0.54752,                0.58178,                 1.8496,                0.84668,                  1.074,             0.00026422,             0.00026422,             0.00026422
                     88,                0.35463,                0.44936,                0.27258,                0.86622,                0.70838,                  0.624,                0.64869,                0.59501,                0.70458,                0.61993,                0.64486,                0.52963,                0.56866,                 1.9729,                0.85309,                 1.0712,             0.00024772,             0.00024772,             0.00024772
                     89,                0.35158,                0.45313,                0.27855,                0.85839,                0.82795,                0.61231,                0.67465,                 0.6161,                0.82281,                0.60837,                 0.6708,                0.55396,                 0.5659,                 1.8245,                0.81446,                 1.0555,             0.00023121,             0.00023121,             0.00023121
                     90,                0.34485,                0.43487,                0.26641,                0.85492,                0.72811,                0.62206,                0.67064,                0.61995,                0.71981,                0.61393,                0.66186,                0.54922,                0.56984,                 1.8164,                0.82982,                 1.0642,             0.00021471,             0.00021471,             0.00021471
                     91,                0.32498,                0.42949,                0.25902,                0.85026,                0.82079,                0.59671,                0.66595,                0.60762,                0.81233,                0.58858,                0.65883,                0.54881,                0.56711,                 1.7235,                0.81916,                 1.0524,             0.00019821,             0.00019821,             0.00019821
                     92,                0.31022,                0.40073,                0.24492,                0.83579,                0.79191,                0.63509,                 0.6917,                0.63052,                0.78356,                0.62696,                0.68329,                 0.5634,                0.56502,                 1.7944,                0.82476,                 1.0547,              0.0001817,              0.0001817,              0.0001817
                     93,                0.31462,                 0.4032,                0.24604,                0.84639,                0.81289,                0.60484,                0.68986,                0.63405,                0.80476,                0.59671,                0.68314,                 0.5588,                0.57889,                 1.9182,                0.87527,                 1.0559,              0.0001652,              0.0001652,              0.0001652
                     94,                0.30279,                0.38988,                0.23832,                0.83547,                0.83133,                0.62302,                 0.6775,                0.62117,                  0.827,                0.61896,                0.66743,                0.54849,                0.56663,                 1.9107,                0.87378,                 1.0666,              0.0001487,              0.0001487,              0.0001487
                     95,                0.30813,                0.39626,                0.23148,                0.83756,                0.74499,                0.63432,                0.67553,                0.62081,                0.74064,                0.62302,                0.66813,                0.54642,                0.58893,                 2.0506,                0.88102,                 1.0907,             0.00013219,             0.00013219,             0.00013219
                     96,                0.29588,                0.38649,                 0.2307,                0.83631,                0.78468,                0.60427,                0.66412,                0.60762,                0.77635,                0.59548,                0.65723,                0.53452,                0.59167,                 2.0517,                0.88223,                 1.0876,             0.00011569,             0.00011569,             0.00011569
                     97,                 0.2997,                 0.3872,                0.22481,                0.84138,                0.70883,                0.66443,                0.66409,                0.60795,                0.70165,                0.65668,                0.65657,                0.54135,                0.59759,                 2.0775,                0.87752,                 1.0916,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     98,                0.28796,                 0.3867,                0.22788,                0.83117,                0.84593,                 0.5777,                0.66727,                 0.6189,                0.84152,                0.57364,                0.65992,                0.54524,                0.58423,                 2.0223,                0.89189,                 1.0759,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     99,                0.28704,                0.37912,                0.22281,                0.84271,                0.74948,                0.62797,                0.68547,                 0.6278,                0.74174,                0.61995,                0.67663,                0.55965,                0.58117,                 1.9898,                0.86543,                  1.077,              6.618e-05,              6.618e-05,              6.618e-05
                    100,                0.29058,                0.37714,                0.21936,                0.83776,                0.74083,                0.64837,                 0.6922,                0.63232,                0.73291,                0.64024,                0.68228,                0.56874,                0.57333,                 2.0044,                0.85783,                 1.0689,             4.9677e-05,             4.9677e-05,             4.9677e-05
