                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                0.74198,                0.98168,                0.98372,                 1.0691,                0.67824,                0.54828,                0.64969,                0.52434,                0.66892,                0.54396,                0.63866,                0.49703,                0.77218,                 1.2499,                 1.5167,                 1.1734,             0.00078682,             0.00078682,             0.00078682
                     19,                0.70548,                 1.0304,                0.84133,                 1.0643,                 0.5393,                0.59685,                0.56249,                 0.4531,                0.53337,                0.59024,                0.55639,                0.42978,                0.72884,                 1.1407,                 1.9383,                 1.1583,             0.00073181,             0.00073181,             0.00073181
                     20,                0.71564,                0.83679,                0.88587,                 1.0415,                 0.6553,                0.65833,                0.66137,                0.53393,                0.66372,                0.66333,                0.66264,                0.48926,                0.68829,                 1.0851,                 1.1507,                 1.1429,              0.0006768,              0.0006768,              0.0006768
                     21,                0.74748,                0.93152,                0.92608,                  1.111,                0.76439,                  0.585,                0.65533,                0.53402,                0.79497,                0.59667,                 0.6706,                0.53278,                0.74041,                 1.1481,                 1.0493,                 1.1858,             0.00062179,             0.00062179,             0.00062179
                     22,                0.72097,                0.93624,                0.83901,                 1.0988,                0.70473,                0.68167,                0.66122,                0.56593,                0.69976,                0.67667,                0.65849,                0.52726,                0.63474,                0.99517,                0.98678,                 1.0787,             0.00056678,             0.00056678,             0.00056678
                     23,                0.69264,                0.87878,                0.86771,                 1.0785,                0.71297,                0.59977,                0.62375,                0.52389,                0.71297,                0.59977,                0.62427,                0.50067,                0.65092,                0.99431,                 1.1023,                 1.0913,             0.00051177,             0.00051177,             0.00051177
                     24,                0.65152,                0.81065,                 0.7284,                  1.037,                0.84487,                0.45812,                 0.6449,                0.54437,                0.83963,                0.45536,                0.63912,                0.51644,                 0.7106,                0.99645,                 1.3199,                 1.1397,             0.00045676,             0.00045676,             0.00045676
                     25,                0.64714,                0.79938,                 0.7228,                 1.0416,                0.78641,                0.63223,                 0.6997,                0.58295,                0.78641,                0.63223,                0.69988,                0.55386,                0.68035,                 1.0159,                 1.0003,                 1.1341,             0.00040175,             0.00040175,             0.00040175
                     26,                0.59134,                0.72799,                0.64344,                 1.0131,                0.77532,                0.68667,                0.70833,                0.60037,                0.77041,                0.68167,                0.70054,                0.56515,                0.64302,                0.93244,                 1.0042,                 1.1031,             0.00034674,             0.00034674,             0.00034674
                     27,                0.60703,                0.71622,                0.65307,                 1.0141,                0.76379,                0.70333,                0.71907,                0.62087,                0.75881,                0.69833,                0.71134,                0.58689,                0.62331,                0.90988,                0.96072,                 1.0941,             0.00029172,             0.00029172,             0.00029172
                     28,                0.58907,                0.63694,                0.67956,                 1.0568,                0.73132,                0.69167,                 0.7173,                0.62483,                0.73132,                0.69167,                0.71496,                0.58838,                 0.6339,                 0.9591,                 0.9381,                 1.0925,             0.00023671,             0.00023671,             0.00023671
                     29,                0.62241,                0.69753,                0.64194,                 1.0189,                0.69518,                   0.69,                0.71434,                0.62143,                0.69518,                   0.69,                0.71466,                0.59716,                0.60786,                0.96052,                0.90244,                 1.0768,              0.0001817,              0.0001817,              0.0001817
                     30,                 0.5764,                 0.7634,                0.64452,                0.98857,                0.85701,                   0.63,                0.72484,                 0.6379,                0.85701,                   0.63,                0.72545,                0.60924,                0.58918,                0.94392,                0.84851,                  1.058,             0.00012669,             0.00012669,             0.00012669
