                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 0.6991,                 1.0519,                0.86416,                 1.0109,                0.71536,                0.62863,                0.66075,                0.55505,                0.70686,                0.61892,                0.65342,                0.52911,                0.74817,                 1.1177,                 1.2518,                 1.1028,               0.001502,               0.001502,               0.001502
                     13,                0.69275,                 1.0006,                0.83749,                0.99969,                0.57663,                0.50364,                0.53198,                0.42012,                0.57451,                0.49879,                0.51837,                0.38694,                 1.0461,                 2.2966,                 1.5659,                 1.3203,              0.0014855,              0.0014855,              0.0014855
                     14,                0.68806,                 1.0562,                0.80779,                0.99863,                0.54335,                0.57245,                0.55008,                0.45658,                0.54335,                0.57245,                0.54655,                 0.4462,                 0.8051,                  1.084,                 1.3833,                 1.1302,               0.001469,               0.001469,               0.001469
                     15,                0.66587,                0.93793,                0.76082,                0.99803,                0.65693,                0.65549,                0.62532,                 0.5393,                0.65266,                0.65064,                 0.6213,                0.50895,                0.65033,                 1.0116,                 1.2256,                 1.0392,              0.0014525,              0.0014525,              0.0014525
                     16,                0.66632,                0.91591,                 0.7414,                 0.9851,                0.70848,                0.53833,                0.64021,                 0.5446,                0.70254,                0.53348,                0.63377,                 0.4958,                0.73922,                 1.2424,                 1.1933,                  1.094,               0.001436,               0.001436,               0.001436
                     17,                0.63996,                0.90545,                0.75354,                0.98066,                0.73353,                0.59339,                0.68063,                0.59936,                0.73353,                0.59339,                 0.6795,                0.55072,                0.67377,                 1.0012,                 1.2327,                 1.0403,              0.0014195,              0.0014195,              0.0014195
                     18,                0.63892,                0.89224,                0.74019,                0.97564,                0.70481,                0.68682,                0.66481,                0.57157,                0.68486,                0.70818,                0.66982,                0.54322,                0.69239,                 1.1564,                 1.1561,                 1.0609,              0.0014029,              0.0014029,              0.0014029
                     19,                0.59462,                0.85004,                0.67772,                0.94855,                0.76397,                0.70702,                0.70805,                 0.6137,                0.75478,                0.69731,                0.69617,                0.57462,                0.68647,                 1.0598,                 1.0373,                 1.0866,              0.0013864,              0.0013864,              0.0013864
                     20,                0.63902,                0.85737,                0.69281,                0.98322,                0.64432,                0.60391,                0.59751,                0.50966,                0.64432,                0.60391,                 0.6077,                0.47942,                0.73581,                 1.1286,                 1.3245,                 1.1238,              0.0013699,              0.0013699,              0.0013699
                     21,                0.60256,                0.84947,                0.69474,                0.95737,                0.69506,                0.58556,                 0.6396,                0.55988,                0.69506,                0.58556,                0.63865,                0.51395,                0.60426,                 1.0233,                 1.1506,                 1.0135,              0.0013534,              0.0013534,              0.0013534
                     22,                0.59407,                0.83685,                0.63773,                0.95578,                0.54022,                0.70839,                0.63084,                0.54269,                0.53473,                0.70353,                0.62623,                0.50476,                 0.6793,                 1.1429,                 1.2735,                 1.0444,              0.0013369,              0.0013369,              0.0013369
                     23,                0.58181,                0.84957,                0.63661,                 0.9545,                0.79446,                0.70356,                0.70796,                0.62074,                 0.8104,                0.66262,                0.69279,                0.58253,                0.63926,                 1.0827,                0.94859,                  1.045,              0.0013204,              0.0013204,              0.0013204
                     24,                0.56092,                0.79324,                0.58981,                0.94047,                0.73857,                0.73968,                 0.6999,                0.62632,                0.73857,                0.73968,                0.70114,                0.58959,                0.62686,                 0.9985,                0.94868,                 1.0416,              0.0013039,              0.0013039,              0.0013039
                     25,                0.56268,                0.76149,                0.59813,                0.94024,                0.82283,                0.65777,                0.73212,                0.64359,                0.81769,                0.65291,                0.72288,                0.58773,                0.59733,                0.92983,                0.93949,                 1.0016,              0.0012874,              0.0012874,              0.0012874
                     26,                0.58607,                0.85202,                0.60248,                0.95032,                0.74181,                0.59594,                0.65778,                0.57848,                0.73696,                0.59109,                0.65062,                0.52308,                0.65007,                 1.0359,                 1.1698,                 1.0712,              0.0012709,              0.0012709,              0.0012709
                     27,                0.56998,                0.80832,                0.61769,                0.94459,                0.80447,                  0.723,                0.71959,                 0.6281,                0.79983,                0.71814,                0.71215,                0.58673,                0.62826,                 1.0253,                0.99294,                 1.0215,              0.0012544,              0.0012544,              0.0012544
                     28,                0.58183,                0.82308,                0.60026,                0.94806,                0.67197,                0.64487,                0.66094,                0.57247,                0.66795,                0.64002,                0.64963,                0.52058,                0.66924,                 1.0012,                 1.0693,                 1.0816,              0.0012379,              0.0012379,              0.0012379
                     29,                0.56372,                0.76967,                 0.5789,                 0.9368,                0.74768,                0.63652,                0.67826,                0.59542,                0.74768,                0.63652,                0.67825,                0.54144,                0.60561,                  1.013,                 1.1044,                 1.0263,              0.0012214,              0.0012214,              0.0012214
                     30,                0.55562,                0.75797,                0.55707,                0.93391,                0.76436,                  0.723,                0.71257,                0.63107,                0.76436,                  0.723,                0.71257,                 0.6017,                0.62961,                   1.02,                0.86588,                  1.058,              0.0012049,              0.0012049,              0.0012049
                     31,                0.55819,                0.74972,                0.57587,                0.93471,                0.81616,                0.66101,                0.69765,                0.62704,                0.81616,                0.66101,                0.69765,                0.58464,                0.63976,                 1.0294,                 1.0866,                 1.0372,              0.0011884,              0.0011884,              0.0011884
                     32,                0.55239,                0.76813,                0.54867,                0.93437,                0.90083,                0.66854,                0.73332,                0.65426,                0.90083,                0.66854,                0.73255,                0.60614,                0.61749,                 1.0041,                0.87306,                 1.0492,              0.0011719,              0.0011719,              0.0011719
                     33,                0.54199,                0.75993,                0.53214,                0.93393,                0.78973,                0.66156,                0.66656,                0.59828,                0.78973,                0.66156,                0.66554,                0.53463,                0.65467,                 1.0436,                 1.0209,                  1.064,              0.0011554,              0.0011554,              0.0011554
                     34,                 0.5588,                0.73667,                0.54959,                0.94516,                 0.6489,                0.61468,                0.61482,                0.53937,                 0.6489,                0.61468,                0.61297,                0.50768,                 0.6671,                 1.1182,                 1.2223,                 1.0432,              0.0011389,              0.0011389,              0.0011389
                     35,                0.52152,                0.69666,                0.51551,                0.92265,                0.81677,                0.64108,                0.68711,                0.61202,                0.81677,                0.64108,                0.68342,                0.57412,                 0.6183,                0.99248,                0.99821,                 1.0225,              0.0011224,              0.0011224,              0.0011224
                     36,                0.51445,                0.70802,                0.50709,                0.93628,                 0.7448,                0.71814,                0.72442,                0.64464,                0.74069,                0.71329,                0.71641,                0.58183,                0.68279,                 1.1126,                 1.0563,                 1.0717,              0.0011059,              0.0011059,              0.0011059
                     37,                0.51265,                0.71657,                 0.5029,                0.91494,                 0.6926,                0.68796,                0.72596,                0.63502,                0.67642,                0.67233,                0.71495,                0.57641,                0.65626,                 1.0629,                0.84029,                 1.0646,              0.0010894,              0.0010894,              0.0010894
                     38,                0.52253,                 0.6797,                0.50361,                0.92269,                0.79781,                0.62051,                0.69965,                0.63455,                0.79781,                0.62051,                0.68954,                0.56767,                 0.6215,                 1.0823,                0.95195,                 1.0152,              0.0010729,              0.0010729,              0.0010729
                     39,                0.51982,                0.64447,                0.49537,                 0.9255,                0.78123,                0.64091,                0.70212,                0.63153,                0.77649,                0.63605,                0.69868,                0.59158,                 0.6332,                 1.0261,                0.87167,                 1.0394,              0.0010564,              0.0010564,              0.0010564
                     40,                0.52749,                 0.6947,                0.49527,                0.92824,                0.72518,                0.72891,                0.72968,                0.65654,                0.72518,                0.72891,                0.72676,                0.61332,                0.63465,                0.89076,                0.91488,                 1.0296,              0.0010399,              0.0010399,              0.0010399
                     41,                0.50956,                0.70481,                0.48994,                0.92002,                 0.8189,                0.69325,                0.74492,                0.67148,                 0.8189,                0.69325,                0.74492,                0.62917,                0.60481,                0.93504,                0.86638,                 0.9891,              0.0010234,              0.0010234,              0.0010234
                     42,                 0.5121,                0.71157,                0.49917,                0.92075,                0.70765,                0.67612,                0.71162,                0.63713,                0.72779,                0.69175,                0.71863,                0.58047,                0.65606,                 1.0758,                0.93928,                 1.0322,              0.0010069,              0.0010069,              0.0010069
                     43,                0.50602,                0.64231,                0.47071,                0.90945,                0.77986,                0.73383,                0.75375,                0.66237,                0.77986,                0.73383,                0.75397,                0.62298,                0.60646,                0.97529,                0.86263,                 1.0285,             0.00099036,             0.00099036,             0.00099036
                     44,                0.49237,                0.66714,                0.47394,                0.91737,                0.71313,                0.71921,                0.72285,                 0.6537,                0.72888,                0.73483,                 0.7272,                0.59039,                0.60534,                0.98223,                0.82818,                 1.0321,             0.00097386,             0.00097386,             0.00097386
                     45,                0.48369,                0.63801,                0.44604,                0.91095,                0.76145,                0.73968,                0.75835,                0.69087,                0.76145,                0.73968,                0.75658,                  0.654,                0.57389,                 1.0392,                0.83797,                  1.007,             0.00095736,             0.00095736,             0.00095736
                     46,                0.50569,                0.63054,                0.47048,                0.91269,                0.65088,                0.64954,                 0.6444,                0.58601,                0.65088,                0.64954,                0.64232,                0.54633,                 0.6057,                0.92184,                 1.0182,                 1.0141,             0.00094085,             0.00094085,             0.00094085
                     47,                0.50313,                0.64788,                0.47304,                0.90823,                0.85096,                0.63623,                 0.7027,                0.64161,                0.84886,                0.65377,                0.71453,                0.59976,                0.60903,                0.98545,                 0.9492,                 1.0306,             0.00092435,             0.00092435,             0.00092435
                     48,                0.48088,                0.60397,                0.45593,                 0.9053,                0.84239,                0.67629,                0.72937,                0.65299,                0.82522,                0.66052,                0.71649,                0.60708,                0.54653,                0.96618,                0.92571,                0.99029,             0.00090785,             0.00090785,             0.00090785
                     49,                0.47428,                0.64506,                 0.4507,                0.90217,                0.80965,                0.66566,                 0.7404,                0.66933,                0.80965,                0.66566,                0.73094,                0.62989,                0.58357,                0.94656,                 0.8494,                 1.0166,             0.00089134,             0.00089134,             0.00089134
                     50,                0.46373,                0.60191,                0.44521,                 0.8939,                0.82061,                0.62441,                0.72418,                0.64688,                0.82061,                0.62441,                0.71687,                0.60864,                0.58459,                0.96746,                 0.9449,                 1.0035,             0.00087484,             0.00087484,             0.00087484
                     51,                0.47237,                0.62728,                0.44977,                0.89824,                0.81612,                0.67718,                0.70828,                0.65001,                0.81612,                0.67718,                0.70828,                0.61149,                0.60662,                 1.0374,                0.88582,                  1.038,             0.00085834,             0.00085834,             0.00085834
                     52,                 0.4745,                0.59949,                0.44492,                0.91006,                0.78273,                0.72785,                0.70948,                0.64907,                0.78273,                0.72785,                0.70905,                0.59644,                 0.6181,                0.99007,                0.92683,                 1.0522,             0.00084184,             0.00084184,             0.00084184
                     53,                0.47626,                0.60448,                0.44827,                0.89709,                0.70249,                0.68638,                0.72963,                0.66052,                0.70276,                0.68707,                0.72951,                0.62598,                0.62186,                 1.0655,                0.89509,                 1.0505,             0.00082533,             0.00082533,             0.00082533
                     54,                0.48361,                0.62108,                 0.4472,                0.89541,                0.78999,                0.61657,                0.67984,                0.62187,                0.78999,                0.61657,                0.67984,                0.55685,                0.60307,                 1.1213,                0.89337,                 1.0511,             0.00080883,             0.00080883,             0.00080883
                     55,                0.46326,                0.56185,                0.41446,                0.90071,                0.66341,                0.73515,                0.70887,                0.63745,                0.64626,                0.71953,                 0.6935,                0.57138,                0.62386,                 1.0389,                0.86257,                 1.0452,             0.00079233,             0.00079233,             0.00079233
                     56,                0.44817,                0.57989,                 0.4009,                0.89248,                0.74167,                0.70252,                0.72911,                0.66149,                0.74167,                0.70252,                0.73194,                0.60638,                0.54814,                 0.9138,                0.87699,                 0.9932,             0.00077582,             0.00077582,             0.00077582
                     57,                0.45582,                 0.5522,                0.40853,                0.89504,                0.74207,                0.71223,                  0.733,                0.67757,                0.74207,                0.71223,                0.73533,                0.60386,                0.56803,                0.98032,                0.87314,                 1.0067,             0.00075932,             0.00075932,             0.00075932
                     58,                0.44394,                0.55619,                0.38365,                0.88808,                0.78797,                  0.647,                0.70109,                0.64684,                0.81229,                0.66262,                0.71704,                0.59307,                0.56053,                 1.0056,                  0.821,                 1.0098,             0.00074282,             0.00074282,             0.00074282
                     59,                0.43505,                0.53801,                0.38639,                 0.8892,                0.73066,                0.69281,                0.73538,                0.68098,                0.73066,                0.69281,                0.72941,                0.61883,                0.57443,                0.96717,                0.82332,                   1.01,             0.00072631,             0.00072631,             0.00072631
                     60,                0.44625,                0.56388,                 0.4238,                   0.89,                0.70481,                0.61032,                  0.644,                0.58508,                0.58578,                0.70631,                0.64283,                0.50157,                0.59909,                 1.0385,                 1.0973,                 1.0329,             0.00070981,             0.00070981,             0.00070981
                     61,                0.43332,                 0.5514,                0.38748,                0.88741,                 0.7857,                0.67628,                0.71714,                 0.6606,                 0.7857,                0.67628,                0.71346,                0.61157,                0.59338,                0.94819,                0.86743,                 1.0222,             0.00069331,             0.00069331,             0.00069331
                     62,                0.43162,                0.55431,                0.38793,                 0.8865,                 0.7925,                0.72129,                0.72884,                0.66502,                 0.7925,                0.72129,                0.72761,                0.61989,                0.59905,                0.95993,                0.85376,                  1.013,              0.0006768,              0.0006768,              0.0006768
                     63,                0.43398,                0.55963,                0.37668,                0.88458,                0.76321,                0.66559,                0.70569,                0.65305,                0.76321,                0.66559,                0.70596,                0.60409,                 0.5411,                0.98303,                0.80156,                0.99896,              0.0006603,              0.0006603,              0.0006603
                     64,                0.42637,                0.52172,                0.37974,                0.87889,                0.74796,                0.69635,                0.71188,                 0.6609,                0.74796,                0.69635,                0.71668,                0.60934,                0.54632,                 1.0108,                0.82418,                 1.0028,              0.0006438,              0.0006438,              0.0006438
                     65,                0.42534,                0.51888,                0.36394,                0.88715,                0.74277,                0.68689,                0.69782,                 0.6544,                0.74277,                0.68689,                0.69878,                0.60224,                0.56826,                0.91974,                0.90777,                 1.0171,             0.00062729,             0.00062729,             0.00062729
                     66,                0.42472,                0.55692,                0.36329,                 0.8768,                 0.8013,                0.70095,                0.69555,                0.64541,                 0.8013,                0.70095,                0.69653,                0.58634,                0.59638,                 1.1384,                0.91738,                 1.0403,             0.00061079,             0.00061079,             0.00061079
                     67,                0.42023,                0.56002,                0.37578,                0.88315,                0.62737,                0.68992,                0.67047,                 0.6241,                0.62737,                0.68992,                0.67047,                0.57514,                0.58691,                 1.1134,                 1.0054,                 1.0494,             0.00059429,             0.00059429,             0.00059429
                     68,                0.41925,                0.55094,                0.38117,                0.87016,                0.79731,                0.69175,                0.72924,                 0.6811,                0.79731,                0.69175,                0.72924,                0.62895,                0.54164,                 1.0052,                 0.7379,                 1.0028,             0.00057778,             0.00057778,             0.00057778
                     69,                0.40946,                0.52379,                0.35017,                0.87709,                  0.774,                0.71061,                0.74889,                0.70233,                  0.774,                0.71061,                0.74889,                0.65776,                0.54703,                 1.0665,                0.79399,                 1.0143,             0.00056128,             0.00056128,             0.00056128
                     70,                0.39751,                0.51853,                0.33909,                0.86871,                0.76027,                0.69766,                0.71674,                  0.667,                0.76027,                0.69766,                0.71674,                0.60441,                0.55122,                 1.0729,                0.82267,                 1.0194,             0.00054478,             0.00054478,             0.00054478
                     71,                0.40272,                0.51487,                0.34996,                0.87432,                0.77785,                0.71949,                0.71603,                0.66865,                0.78273,                 0.7242,                0.71575,                0.60725,                0.55566,                 1.0264,                0.79619,                 1.0195,             0.00052827,             0.00052827,             0.00052827
                     72,                0.41782,                0.52764,                0.35194,                 0.8837,                0.70416,                0.65564,                0.67491,                0.61991,                 0.7022,                0.65079,                0.66479,                0.55258,                0.56237,                 1.0254,                0.95354,                 1.0272,             0.00051177,             0.00051177,             0.00051177
                     73,                0.41233,                0.52553,                0.36418,                0.87262,                0.71999,                0.66849,                0.66581,                0.61472,                0.71523,                0.66363,                0.65554,                0.56742,                0.57284,                0.98159,                0.91526,                 1.0291,             0.00049527,             0.00049527,             0.00049527
                     74,                0.39358,                0.51649,                0.33187,                0.87108,                 0.7658,                0.69632,                0.72666,                0.67825,                0.75834,                0.68433,                0.71851,                0.62194,                0.56402,                 1.0597,                0.82972,                 1.0408,             0.00047876,             0.00047876,             0.00047876
                     75,                0.40488,                 0.5029,                0.33949,                0.87091,                0.74425,                0.71531,                0.74013,                0.69054,                0.76082,                0.69578,                0.73672,                0.61905,                0.56369,                 1.0526,                0.76423,                 1.0582,             0.00046226,             0.00046226,             0.00046226
                     76,                0.40892,                0.51358,                 0.3382,                0.87429,                0.75287,                0.67252,                0.70151,                0.64114,                0.75287,                0.67252,                 0.7015,                0.59158,                0.57092,                 1.0143,                0.80197,                 1.0501,             0.00044576,             0.00044576,             0.00044576
                     77,                0.37914,                0.50683,                0.31219,                0.86625,                0.74193,                0.67833,                0.70791,                0.65346,                0.73767,                0.67296,                0.70429,                0.60814,                0.58326,                0.99079,                0.91642,                  1.041,             0.00042925,             0.00042925,             0.00042925
                     78,                0.38334,                0.49228,                0.31194,                0.86269,                0.76756,                0.66156,                0.68652,                0.63611,                0.71149,                0.70974,                0.68712,                0.58578,                0.57477,                0.98813,                0.90267,                 1.0475,             0.00041275,             0.00041275,             0.00041275
                     79,                0.37818,                 0.4745,                0.30919,                0.86674,                0.76876,                0.68825,                0.69446,                0.64282,                0.76876,                0.68825,                0.69725,                0.60641,                0.56245,                  1.081,                0.83307,                 1.0236,             0.00039625,             0.00039625,             0.00039625
                     80,                0.38772,                0.48562,                0.31981,                 0.8766,                0.70654,                 0.6764,                0.66052,                0.59984,                0.70654,                 0.6764,                0.65699,                0.56139,                0.56059,                 1.1162,                0.89464,                  1.018,             0.00037974,             0.00037974,             0.00037974
                     81,                0.37299,                0.47313,                0.30633,                 0.8552,                0.74674,                0.66156,                0.69046,                0.64668,                0.74674,                0.66156,                0.68691,                0.59517,                0.54547,                 1.0641,                0.92735,                 1.0158,             0.00036324,             0.00036324,             0.00036324
                     82,                0.36588,                0.48786,                0.30644,                0.85736,                0.74378,                0.69451,                0.69777,                0.65654,                0.74378,                0.69451,                0.69571,                0.60338,                 0.5322,                 1.0103,                0.90466,                 1.0094,             0.00034674,             0.00034674,             0.00034674
                     83,                0.37353,                0.46585,                0.30737,                0.86269,                0.77254,                0.65671,                0.70042,                0.64432,                0.77254,                0.65671,                0.69674,                0.61432,                0.55638,                 1.0201,                0.91482,                 1.0157,             0.00033023,             0.00033023,             0.00033023
                     84,                0.36369,                0.45918,                0.30854,                0.86157,                0.79119,                0.64201,                0.68999,                 0.6406,                0.79119,                0.64201,                0.68631,                 0.5851,                0.54877,                 1.0471,                0.84799,                 1.0187,             0.00031373,             0.00031373,             0.00031373
                     85,                0.37505,                0.47128,                0.29787,                0.85427,                0.73053,                0.68689,                0.69812,                0.64843,                0.77817,                0.65698,                0.69465,                0.60245,                 0.5628,                 1.0777,                0.92944,                  1.028,             0.00029723,             0.00029723,             0.00029723
                     86,                0.37442,                0.49575,                0.31223,                0.87151,                0.79726,                0.64694,                0.69505,                0.65482,                0.79726,                0.64694,                0.69505,                0.59544,                0.56397,                 1.0213,                0.89137,                 1.0346,             0.00028072,             0.00028072,             0.00028072
                     87,                0.35593,                0.48044,                 0.3003,                 0.8621,                0.73128,                0.66156,                0.70963,                0.65316,                0.73021,                0.65185,                0.70549,                0.60503,                0.56219,                0.97409,                0.82836,                 1.0235,             0.00026422,             0.00026422,             0.00026422
                     88,                0.35643,                0.47988,                 0.2935,                0.85096,                0.74248,                0.70843,                0.72198,                0.66926,                0.76668,                0.66748,                0.70654,                0.60781,                0.55042,                0.97683,                0.82834,                 1.0119,             0.00024772,             0.00024772,             0.00024772
                     89,                0.35688,                0.43747,                0.28324,                0.86378,                0.69414,                0.69069,                0.71314,                0.66274,                0.69147,                0.68583,                   0.71,                0.61768,                0.56128,                0.99369,                0.85409,                 1.0193,             0.00023121,             0.00023121,             0.00023121
                     90,                0.35152,                0.43328,                0.27031,                0.85717,                0.76053,                0.66531,                0.71184,                0.66996,                0.76053,                0.66531,                0.71184,                0.61228,                0.56464,                 1.0198,                 0.8906,                 1.0275,             0.00021471,             0.00021471,             0.00021471
                     91,                0.32177,                0.44261,                0.26932,                0.83795,                0.76794,                0.68796,                0.69852,                0.65111,                0.76794,                0.68796,                0.70464,                0.60954,                0.56192,                 1.0317,                0.81353,                 1.0253,             0.00019821,             0.00019821,             0.00019821
                     92,                0.31705,                0.43799,                0.25969,                0.83675,                0.76725,                0.68075,                 0.7113,                0.66045,                0.76725,                0.68075,                 0.7113,                0.60901,                0.55407,                 1.0616,                0.76354,                 1.0424,              0.0001817,              0.0001817,              0.0001817
                     93,                 0.3131,                0.41127,                0.24921,                 0.8309,                0.75543,                0.69679,                0.72905,                0.68803,                0.75543,                0.69679,                0.72905,                0.63602,                0.54006,                 1.0736,                0.75165,                 1.0415,              0.0001652,              0.0001652,              0.0001652
                     94,                 0.3123,                0.40892,                0.24433,                 0.8416,                0.78064,                0.66739,                0.71434,                0.67192,                0.78064,                0.66739,                0.71434,                0.61159,                0.55121,                 1.1169,                0.81709,                 1.0406,              0.0001487,              0.0001487,              0.0001487
                     95,                0.30744,                0.39741,                0.24912,                0.83893,                0.72457,                0.70411,                0.71863,                0.67465,                0.72457,                0.70411,                0.71863,                0.61771,                0.54472,                 1.1274,                0.81551,                 1.0324,             0.00013219,             0.00013219,             0.00013219
                     96,                0.30471,                0.40277,                0.23951,                0.83355,                0.75325,                0.68902,                0.71418,                 0.6708,                0.75325,                0.68902,                0.71565,                0.61946,                0.54666,                 1.1129,                 0.7764,                 1.0348,             0.00011569,             0.00011569,             0.00011569
                     97,                0.29513,                0.40105,                0.23215,                0.82875,                0.74202,                0.74348,                  0.734,                0.68458,                0.72479,                0.72785,                0.72214,                0.61877,                0.53945,                 1.1238,                0.75137,                 1.0318,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     98,                0.29033,                0.38545,                0.22309,                0.83475,                0.73054,                0.73862,                 0.7331,                0.67886,                0.71305,                  0.723,                0.71867,                0.63281,                 0.5313,                 1.0962,                0.75694,                 1.0343,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     99,                0.30394,                0.40764,                0.23197,                 0.8395,                0.75239,                0.69766,                0.72775,                0.67795,                0.75239,                0.69766,                0.72775,                0.63478,                 0.5304,                 1.1076,                0.76838,                 1.0375,              6.618e-05,              6.618e-05,              6.618e-05
                    100,                0.28166,                0.39492,                0.22496,                0.83336,                0.72552,                0.73756,                0.72539,                0.68098,                0.72117,                0.73271,                0.72194,                0.62283,                 0.5295,                 1.1201,                0.76227,                  1.037,             4.9677e-05,             4.9677e-05,             4.9677e-05
