                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                0.54784,                0.78238,                0.58064,                0.96087,                0.66486,                0.84535,                0.75234,                0.66556,                0.73571,                 0.7518,                0.75069,                0.62118,                0.52216,                0.67718,                0.73222,                0.95273,              0.0011036,              0.0011036,              0.0011036
                     26,                0.55328,                0.78849,                0.60147,                0.95857,                0.63736,                0.66571,                0.68558,                0.57887,                0.63795,                0.66848,                0.68559,                0.54386,                0.56854,                0.86157,                  1.007,                 1.0026,              0.0010895,              0.0010895,              0.0010895
                     27,                 0.5134,                 0.7262,                0.55811,                0.94479,                0.73897,                0.72219,                0.74161,                0.63757,                0.72658,                0.70988,                0.72787,                0.58637,                0.55567,                0.84536,                0.84056,                 1.0175,              0.0010753,              0.0010753,              0.0010753
                     28,                0.52531,                0.74753,                 0.5811,                0.94127,                 0.7789,                0.74895,                0.75887,                0.67621,                 0.7789,                0.74895,                0.75791,                 0.6392,                0.47014,                 0.7525,                0.72348,                0.91919,              0.0010612,              0.0010612,              0.0010612
                     29,                0.50875,                0.72182,                0.55932,                0.93521,                0.77401,                0.70422,                0.75084,                 0.6482,                0.77025,                0.70105,                0.75508,                0.62774,                0.51113,                0.78664,                0.80311,                0.96174,               0.001047,               0.001047,               0.001047
                     30,                0.50337,                0.68608,                0.52004,                0.92955,                0.75083,                0.70973,                0.74753,                0.66882,                0.74113,                0.70021,                0.73893,                0.60514,                0.48212,                0.74128,                0.72177,                0.92184,              0.0010329,              0.0010329,              0.0010329
                     31,                0.51099,                0.70943,                 0.5508,                0.94208,                 0.7545,                0.68065,                0.72314,                0.64869,                0.75148,                0.67747,                 0.7211,                0.61171,                0.49394,                 0.7928,                0.67886,                 0.9559,              0.0010187,              0.0010187,              0.0010187
                     32,                0.51722,                0.74395,                0.53281,                0.92792,                0.82579,                0.68164,                0.76763,                0.68453,                0.82239,                0.67847,                0.76145,                0.64231,                0.51859,                 0.8643,                0.70773,                 0.9659,              0.0010046,              0.0010046,              0.0010046
                     33,                0.49662,                0.69659,                0.50863,                0.92794,                0.70942,                 0.6949,                0.73045,                0.65121,                0.72116,                0.68031,                0.72455,                0.61515,                0.51469,                 1.0015,                 0.7645,                0.96077,             0.00099044,             0.00099044,             0.00099044
                     34,                0.48665,                0.70613,                0.51942,                0.92896,                0.71996,                0.78265,                0.80331,                0.71465,                0.70667,                0.77035,                0.78664,                0.65427,                0.49867,                 0.7414,                0.73747,                0.93004,             0.00097629,             0.00097629,             0.00097629
                     35,                0.49542,                0.69202,                0.49336,                0.92757,                0.51844,                0.47226,                0.53845,                0.47679,                0.51353,                0.46229,                0.52778,                 0.4298,                0.56113,                 1.1157,                 1.6003,                  1.011,             0.00096215,             0.00096215,             0.00096215
                     36,                0.48337,                0.66004,                0.47612,                0.91674,                0.73496,                0.72667,                0.72891,                0.64313,                0.72509,                0.71776,                0.72039,                0.61211,                0.50408,                0.77373,                0.77402,                0.95032,               0.000948,               0.000948,               0.000948
                     37,                0.49171,                0.70178,                0.49302,                0.93366,                0.78233,                0.74919,                0.79444,                0.68394,                0.78233,                0.74919,                 0.7911,                0.66175,                0.48212,                0.75789,                0.74023,                0.93763,             0.00093385,             0.00093385,             0.00093385
                     38,                0.46512,                 0.6578,                 0.4708,                0.91384,                0.78577,                 0.6882,                0.75499,                0.66045,                0.78577,                 0.6882,                0.74481,                0.61314,                0.55527,                0.75827,                0.62005,                 1.0172,              0.0009197,              0.0009197,              0.0009197
                     39,                 0.4732,                0.66381,                0.46325,                0.91329,                0.63512,                 0.7096,                0.69971,                0.61256,                0.63946,                0.72482,                0.73763,                0.59018,                0.54898,                0.75158,                0.70455,                  1.014,             0.00090556,             0.00090556,             0.00090556
                     40,                0.45569,                0.67956,                0.46296,                0.90769,                0.79861,                0.74927,                0.79622,                0.70981,                0.79529,                 0.7461,                0.79486,                0.66853,                 0.4608,                0.72043,                0.64104,                0.92265,             0.00089141,             0.00089141,             0.00089141
                     41,                 0.4705,                0.62236,                0.46233,                0.91228,                0.72895,                 0.8337,                0.79553,                0.72334,                0.72895,                 0.8337,                0.79676,                0.69054,                0.49536,                0.79409,                0.57762,                0.97287,             0.00087726,             0.00087726,             0.00087726
                     42,                0.45273,                0.60207,                0.44172,                0.90526,                0.79892,                0.75689,                0.80852,                0.64238,                0.79547,                0.75371,                0.80624,                0.63041,                0.53865,                  0.783,                0.77163,                 1.0128,             0.00086312,             0.00086312,             0.00086312
                     43,                0.46344,                0.61769,                0.43911,                0.90894,                 0.6848,                0.71596,                0.72336,                 0.6356,                0.68296,                0.71305,                0.72179,                0.60513,                0.49845,                0.73835,                0.75416,                0.95289,             0.00084897,             0.00084897,             0.00084897
                     44,                0.45747,                0.63887,                0.44465,                0.91267,                0.88195,                0.75264,                0.86478,                0.78115,                 0.8871,                0.75542,                0.86958,                0.74063,                0.50302,                0.80398,                0.57797,                0.97712,             0.00083482,             0.00083482,             0.00083482
                     45,                0.45464,                0.62483,                0.43713,                0.90775,                0.86411,                0.76678,                0.85578,                0.76516,                0.86411,                0.76678,                0.85437,                0.74132,                0.46338,                0.71524,                0.61926,                0.92341,             0.00082067,             0.00082067,             0.00082067
                     46,                0.44123,                0.59631,                0.42102,                 0.8996,                0.79078,                0.77222,                0.77187,                0.68904,                0.78767,                0.76904,                0.76373,                0.66558,                0.47459,                0.75742,                0.61515,                0.94747,             0.00080653,             0.00080653,             0.00080653
                     47,                0.43628,                0.58228,                0.43452,                0.89444,                0.66701,                0.81861,                0.72624,                0.63931,                0.65876,                0.80982,                 0.7078,                0.61153,                0.49547,                 0.9896,                0.73052,                0.96124,             0.00079238,             0.00079238,             0.00079238
                     48,                0.43743,                0.59238,                 0.4195,                0.89709,                0.89042,                0.74192,                0.80785,                0.71339,                0.88483,                0.73528,                0.79709,                0.68327,                0.48416,                0.81022,                0.61634,                0.95613,             0.00077823,             0.00077823,             0.00077823
                     49,                0.42833,                0.56394,                0.40135,                0.89029,                0.78342,                0.76955,                0.81228,                0.71814,                0.79001,                 0.7755,                 0.8235,                0.69056,                0.49108,                0.82683,                0.57777,                0.96575,             0.00076409,             0.00076409,             0.00076409
                     50,                0.43853,                0.59648,                0.40428,                0.90406,                 0.8933,                0.73808,                0.82302,                0.74466,                0.89917,                0.73972,                0.83206,                0.71739,                0.46547,                0.71556,                0.55275,                0.93956,             0.00074994,             0.00074994,             0.00074994
                     51,                0.43091,                0.57981,                0.39777,                0.89006,                0.82252,                0.73625,                0.83491,                0.74688,                0.83316,                0.74191,                0.84317,                0.71701,                0.46097,                0.76106,                0.63824,                0.95129,             0.00073579,             0.00073579,             0.00073579
                     52,                0.42649,                0.57017,                0.39547,                0.89676,                0.80086,                0.75168,                0.81444,                0.73725,                0.79766,                0.74851,                0.81038,                0.70054,                0.45314,                0.82888,                0.64562,                0.92202,             0.00072164,             0.00072164,             0.00072164
                     53,                0.41932,                0.57715,                0.39288,                0.88492,                0.78759,                0.81851,                0.83655,                0.74462,                0.78463,                0.81494,                0.82453,                0.71089,                0.46154,                0.73089,                0.56159,                0.95054,              0.0007075,              0.0007075,              0.0007075
                     54,                0.40899,                0.54417,                0.37265,                0.88579,                0.74981,                0.77952,                0.77266,                0.69185,                0.74981,                0.77952,                0.76957,                0.68646,                0.50966,                0.82757,                0.71869,                 1.0275,             0.00069335,             0.00069335,             0.00069335
                     55,                0.42158,                0.58965,                0.38991,                0.89614,                0.83629,                0.78549,                0.83139,                0.74829,                0.83629,                0.78549,                0.83375,                0.72325,                0.44125,                0.69031,                0.60235,                0.91899,              0.0006792,              0.0006792,              0.0006792
                     56,                0.42284,                0.57881,                0.38704,                0.90184,                0.78323,                0.78632,                0.84059,                0.73477,                0.77904,                0.78662,                 0.8388,                 0.7151,                 0.4481,                 0.6949,                0.60457,                 0.9322,             0.00066506,             0.00066506,             0.00066506
                     57,                0.40467,                0.54568,                0.37911,                0.88395,                 0.7772,                0.71277,                0.79051,                0.70786,                0.76895,                0.70761,                0.78722,                0.68894,                0.42497,                0.64364,                 0.6836,                 0.9109,             0.00065091,             0.00065091,             0.00065091
                     58,                 0.3984,                0.51638,                0.36907,                0.88767,                0.76397,                0.72782,                0.77287,                   0.69,                0.76397,                0.72782,                0.77908,                0.65047,                0.47372,                0.71028,                0.60841,                0.94427,             0.00063676,             0.00063676,             0.00063676
                     59,                0.39971,                0.53155,                0.35587,                 0.8824,                0.77864,                0.71866,                0.76253,                0.66529,                0.78059,                0.71826,                0.75895,                0.61774,                 0.4654,                0.72109,                0.65097,                0.95045,             0.00062262,             0.00062262,             0.00062262
                     60,                0.40411,                 0.5322,                0.36657,                0.88498,                0.75927,                0.74367,                0.82252,                0.73194,                 0.7466,                0.73045,                0.81093,                0.70194,                0.49019,                0.79537,                 0.6531,                 0.9701,             0.00060847,             0.00060847,             0.00060847
                     61,                0.39963,                0.52035,                0.36064,                0.88197,                0.71502,                0.80234,                0.77978,                0.68933,                0.71171,                0.79917,                 0.7771,                0.66136,                0.45737,                0.63066,                0.68498,                0.95092,             0.00059432,             0.00059432,             0.00059432
                     62,                0.39127,                0.50813,                0.35427,                0.87565,                0.76425,                0.78379,                0.79277,                0.70704,                0.76297,                0.77321,                0.79258,                0.68474,                 0.4799,                0.75962,                0.61087,                0.97499,             0.00058017,             0.00058017,             0.00058017
                     63,                0.38853,                0.49995,                0.34738,                0.87544,                0.74883,                0.74477,                0.80208,                0.69454,                0.74026,                0.73307,                0.79412,                0.68416,                0.47131,                0.82916,                0.67477,                0.96667,             0.00056603,             0.00056603,             0.00056603
                     64,                0.39609,                0.52925,                0.35251,                0.88148,                0.73747,                0.78408,                0.81423,                0.72186,                0.73439,                0.78091,                0.81115,                0.71109,                0.46625,                0.64284,                0.57664,                0.96663,             0.00055188,             0.00055188,             0.00055188
                     65,                0.37905,                0.49367,                0.33314,                0.87456,                0.89263,                0.84375,                0.87422,                0.79314,                0.88925,                0.84057,                0.87126,                0.75933,                0.46305,                 0.7225,                0.48557,                0.98345,             0.00053773,             0.00053773,             0.00053773
                     66,                0.37547,                0.50679,                0.33817,                0.86827,                0.82867,                0.73375,                0.77963,                0.71942,                0.82621,                0.73053,                 0.7772,                0.68212,                0.43791,                0.67032,                0.62052,                0.94412,             0.00052359,             0.00052359,             0.00052359
                     67,                0.38071,                0.49024,                0.33305,                0.87551,                0.78695,                0.78548,                  0.802,                0.70056,                0.77801,                0.77752,                0.79669,                 0.6802,                0.45136,                 0.7749,                0.64425,                0.93763,             0.00050944,             0.00050944,             0.00050944
                     68,                0.37486,                0.50354,                0.32868,                 0.8734,                 0.8207,                0.81106,                0.83752,                0.74607,                0.81245,                0.80801,                0.83678,                0.71104,                0.44779,                0.70066,                0.53726,                 0.9403,             0.00049529,             0.00049529,             0.00049529
                     69,                0.35947,                0.48327,                0.31742,                0.87093,                0.76207,                0.80882,                0.80951,                0.71392,                0.76207,                0.80882,                0.82257,                0.69191,                0.44966,                0.71422,                0.59941,                0.93414,             0.00048114,             0.00048114,             0.00048114
                     70,                0.36936,                0.47153,                0.32107,                0.87257,                0.85132,                0.70734,                0.77413,                0.70288,                0.84802,                0.70417,                0.76821,                0.64897,                0.44223,                0.73618,                0.63343,                0.96395,               0.000467,               0.000467,               0.000467
                     71,                   0.37,                0.46793,                0.32409,                0.86892,                0.81043,                0.74763,                0.81341,                0.74506,                0.80372,                0.74161,                0.80617,                0.71926,                0.42912,                0.73011,                0.58214,                0.94066,             0.00045285,             0.00045285,             0.00045285
                     72,                0.37151,                0.47478,                 0.3211,                0.87081,                0.82715,                0.77893,                0.79876,                0.72626,                0.82392,                0.77576,                0.79605,                0.70574,                0.46137,                0.74263,                0.59116,                0.96923,              0.0004387,              0.0004387,              0.0004387
                     73,                0.35662,                0.45636,                 0.3059,                0.86241,                0.73552,                0.77576,                0.80185,                0.72462,                0.79481,                0.71172,                0.80094,                  0.703,                0.44136,                0.80586,                0.62089,                0.95553,             0.00042456,             0.00042456,             0.00042456
                     74,                0.34882,                0.45458,                0.29878,                0.85889,                0.79998,                0.75418,                0.80349,                0.72937,                0.79658,                0.75101,                0.80064,                0.71785,                0.43645,                0.83207,                0.60865,                0.98013,             0.00041041,             0.00041041,             0.00041041
                     75,                0.35384,                0.46258,                0.30115,                0.86712,                0.67914,                0.71619,                0.74014,                0.63929,                0.75805,                0.62819,                0.72754,                0.63072,                0.49641,                  1.035,                0.76354,                0.99908,             0.00039626,             0.00039626,             0.00039626
                     76,                0.35621,                0.45589,                0.30613,                0.86186,                0.72654,                0.79397,                0.74651,                0.66031,                0.71804,                0.78488,                 0.7364,                0.63326,                0.46241,                0.94452,                0.72949,                0.97339,             0.00038211,             0.00038211,             0.00038211
                     77,                0.36153,                0.45998,                0.30497,                0.86657,                0.81933,                0.79629,                0.82153,                 0.7503,                0.81603,                0.79312,                0.81874,                0.72078,                0.43141,                0.69303,                0.58808,                0.95345,             0.00036797,             0.00036797,             0.00036797
                     78,                0.35262,                0.45191,                0.29669,                0.86527,                0.88508,                0.72565,                 0.7996,                0.71066,                0.88172,                0.72247,                0.79795,                0.69986,                0.43929,                0.74374,                0.66139,                0.94911,             0.00035382,             0.00035382,             0.00035382
                     79,                 0.3415,                0.42943,                0.29506,                0.86126,                0.77566,                0.79977,                0.81384,                0.73818,                0.77256,                 0.7966,                0.81115,                0.70745,                0.41326,                0.72933,                0.55494,                0.91917,             0.00033967,             0.00033967,             0.00033967
                     80,                0.35197,                  0.453,                0.29657,                0.86191,                0.79971,                0.75815,                0.76096,                0.69156,                0.80384,                0.76093,                0.76499,                0.66432,                0.43131,                0.79842,                0.57476,                0.92772,             0.00032553,             0.00032553,             0.00032553
                     81,                0.33939,                0.42788,                0.29678,                 0.8593,                 0.7829,                0.80646,                0.78944,                0.71052,                 0.7796,                0.80328,                0.78652,                0.68529,                0.45223,                0.78264,                0.57943,                0.96373,             0.00031138,             0.00031138,             0.00031138
                     82,                0.34497,                0.44331,                0.29583,                0.85597,                0.80396,                0.76572,                0.81769,                0.74256,                0.80084,                0.76255,                  0.817,                0.70708,                0.41251,                0.72708,                0.63856,                 0.9329,             0.00029723,             0.00029723,             0.00029723
                     83,                0.33952,                0.43821,                0.28043,                0.85515,                0.77675,                0.80099,                0.78901,                0.72353,                0.77382,                0.79782,                0.78524,                0.67906,                0.41598,                0.81517,                0.63534,                0.93592,             0.00028308,             0.00028308,             0.00028308
                     84,                0.33084,                0.42204,                0.28078,                0.85941,                0.81808,                0.78674,                0.83399,                 0.7567,                0.81808,                0.78674,                0.83399,                0.72643,                0.44025,                0.68917,                 0.5629,                0.95632,             0.00026894,             0.00026894,             0.00026894
                     85,                 0.3276,                0.41034,                0.27044,                0.85338,                0.85535,                0.76649,                0.82419,                0.75519,                0.84966,                0.76429,                0.82129,                0.72212,                0.42084,                 0.7579,                0.57791,                 0.9449,             0.00025479,             0.00025479,             0.00025479
                     86,                0.33326,                0.42895,                0.27111,                0.86262,                0.83506,                0.81332,                0.83585,                 0.7645,                0.83194,                0.81014,                0.83324,                0.72716,                0.41661,                 0.6968,                 0.5302,                0.94621,             0.00024064,             0.00024064,             0.00024064
                     87,                0.32461,                0.42095,                0.27342,                0.85221,                0.87906,                0.74903,                0.83644,                0.75699,                0.87906,                0.74903,                0.83598,                0.73084,                 0.4165,                0.71384,                0.55548,                0.93717,              0.0002265,              0.0002265,              0.0002265
                     88,                 0.3245,                0.42616,                0.26802,                0.85635,                0.88764,                0.75736,                0.82449,                0.75048,                 0.8918,                0.76014,                0.82982,                 0.7243,                0.43789,                0.73301,                0.55375,                0.95689,             0.00021235,             0.00021235,             0.00021235
                     89,                0.32718,                  0.413,                0.26815,                0.85503,                0.82408,                0.85829,                0.86847,                0.79346,                0.82647,                 0.8606,                 0.8706,                0.77245,                0.41476,                0.63645,                0.50261,                 0.9313,              0.0001982,              0.0001982,              0.0001982
                     90,                0.32957,                0.42002,                0.26706,                0.85561,                0.90678,                0.78135,                 0.8526,                0.77936,                0.91091,                0.78413,                0.86698,                0.75154,                 0.4002,                0.66154,                0.49769,                0.92376,             0.00018406,             0.00018406,             0.00018406
                     91,                0.29516,                0.38916,                0.24106,                0.83128,                 0.7909,                0.79084,                0.84155,                0.76425,                0.79451,                0.79361,                0.84659,                0.74631,                0.42844,                0.74974,                  0.566,                  0.958,             0.00016991,             0.00016991,             0.00016991
                     92,                0.28583,                0.37731,                0.22958,                0.82877,                0.75715,                0.81368,                 0.8375,                 0.7579,                0.76023,                0.81646,                0.84014,                0.72938,                0.43636,                0.75417,                0.59393,                0.96188,             0.00015576,             0.00015576,             0.00015576
                     93,                0.28759,                0.38464,                0.23231,                0.84175,                0.74245,                0.83951,                0.84189,                0.76953,                0.74583,                0.84229,                0.84494,                0.74606,                0.41361,                0.70228,                0.58018,                0.93881,             0.00014161,             0.00014161,             0.00014161
                     94,                0.28504,                 0.3756,                0.22287,                0.84035,                0.83563,                 0.7376,                0.81295,                 0.7444,                 0.8397,                0.72903,                0.81283,                0.71651,                0.40842,                0.76957,                0.59938,                0.93678,             0.00012747,             0.00012747,             0.00012747
                     95,                0.28187,                0.37337,                0.22765,                0.83423,                0.85157,                0.72734,                0.82009,                0.75399,                 0.8586,                0.72862,                 0.8228,                0.72702,                0.40409,                0.72203,                0.57759,                0.92543,             0.00011332,             0.00011332,             0.00011332
                     96,                0.27604,                0.36889,                0.21975,                0.82794,                0.83605,                 0.7314,                0.81163,                0.74497,                0.83342,                0.72686,                0.80898,                0.71892,                 0.4162,                0.71886,                0.58928,                0.93713,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     97,                0.26662,                0.34564,                0.20779,                0.82306,                 0.8409,                0.73038,                0.82901,                0.75675,                0.84929,                0.73157,                0.83176,                0.72789,                0.40304,                0.73865,                 0.5758,                0.92785,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     98,                0.27126,                0.35758,                 0.2147,                0.82861,                0.83038,                0.73603,                0.82372,                0.75927,                0.83038,                0.73603,                0.82372,                0.72535,                0.40717,                0.77639,                0.56134,                0.93083,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     99,                0.26496,                0.35191,                0.20661,                0.83017,                0.75828,                0.79408,                0.81073,                0.74994,                0.76133,                0.79686,                0.81493,                0.71513,                0.40688,                 0.7928,                  0.562,                 0.9401,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    100,                0.26222,                0.35147,                0.20395,                0.83313,                0.81637,                0.74381,                0.82984,                0.76285,                0.82042,                0.74659,                0.83403,                0.73313,                0.40674,                0.78185,                0.55871,                0.94015,             4.2584e-05,             4.2584e-05,             4.2584e-05
