                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    108,                0.32402,                0.41175,                0.27335,                0.86939,                 0.6921,                0.56617,                0.58989,                 0.5276,                 0.6921,                0.56617,                0.59937,                0.51198,                0.39668,                0.86122,                0.55625,                0.95805,             0.00052016,             0.00052016,             0.00052016
                    109,                0.33429,                0.42117,                 0.2753,                0.87228,                0.64478,                0.64138,                 0.6199,                 0.5203,                0.64578,                0.64232,                0.63177,                0.51614,                0.40239,                0.82947,                0.52207,                0.97369,             0.00051158,             0.00051158,             0.00051158
                    110,                0.33106,                0.43536,                 0.2827,                0.87663,                0.66278,                 0.6593,                 0.6339,                0.52621,                0.66278,                 0.6593,                0.63757,                0.51645,                 0.4044,                0.98879,                0.59668,                0.97759,             0.00050301,             0.00050301,             0.00050301
                    111,                0.33436,                0.42786,                0.27377,                0.87366,                0.67701,                0.62319,                0.60516,                0.49353,                0.67604,                0.62225,                0.62319,                0.47622,                 0.4082,                0.95996,                0.56313,                0.98407,             0.00049443,             0.00049443,             0.00049443
                    112,                 0.3268,                0.40779,                0.27457,                0.86417,                0.65363,                0.61985,                0.61742,                0.52136,                0.65267,                0.61891,                0.61617,                0.50261,                0.40604,                0.87351,                0.59597,                0.98027,             0.00048586,             0.00048586,             0.00048586
                    113,                0.32751,                0.41879,                0.26822,                0.87378,                0.66165,                0.62163,                0.61422,                 0.5358,                 0.6571,                0.61882,                0.61269,                0.52025,                0.39012,                0.84448,                0.54823,                0.96544,             0.00047729,             0.00047729,             0.00047729
                    114,                0.32765,                0.46258,                0.28581,                0.86761,                0.60262,                0.59679,                0.61179,                0.54062,                0.60242,                0.59717,                0.61259,                0.52173,                0.39946,                0.88017,                0.57559,                0.97283,             0.00046871,             0.00046871,             0.00046871
                    115,                0.32693,                0.40595,                0.27041,                0.86989,                0.63773,                0.70337,                0.62845,                0.50631,                0.63678,                0.70243,                0.62702,                0.49822,                0.41647,                0.86812,                0.61654,                0.98942,             0.00046014,             0.00046014,             0.00046014
                    116,                0.32211,                0.40792,                0.26012,                0.86509,                0.68658,                0.57851,                0.60166,                 0.5133,                0.68559,                0.57757,                0.60064,                0.50086,                0.41077,                0.88901,                0.56289,                0.98763,             0.00045156,             0.00045156,             0.00045156
                    117,                0.32562,                0.41748,                0.26732,                0.86931,                0.59757,                0.72705,                0.59372,                0.50749,                0.59661,                0.72612,                0.59418,                0.49374,                0.38818,                0.90982,                0.62656,                 0.9583,             0.00044299,             0.00044299,             0.00044299
                    118,                0.32752,                0.40587,                0.26399,                0.87332,                 0.5805,                0.70745,                0.59946,                0.49225,                0.57957,                0.70652,                0.59929,                0.47947,                0.39715,                 0.8847,                0.61804,                0.98223,             0.00043442,             0.00043442,             0.00043442
                    119,                0.31861,                0.40549,                0.26234,                0.86817,                 0.5657,                0.73896,                0.57366,                0.48755,                0.56295,                0.73615,                0.57268,                0.47383,                0.39711,                0.88941,                0.61206,                0.98916,             0.00042584,             0.00042584,             0.00042584
                    120,                0.31448,                0.40306,                0.25275,                0.86446,                0.70606,                0.62574,                0.63986,                0.50843,                0.63169,                0.73196,                0.64869,                0.49318,                0.40102,                0.90154,                0.54348,                0.99803,             0.00041727,             0.00041727,             0.00041727
                    121,                0.32224,                0.42816,                0.28481,                0.87055,                  0.619,                0.72009,                0.66501,                0.53056,                0.61805,                0.71916,                0.66242,                0.50971,                0.38311,                0.82261,                0.54713,                0.97162,             0.00040869,             0.00040869,             0.00040869
                    122,                0.31182,                0.40433,                0.25086,                0.86426,                0.58987,                0.70417,                 0.6576,                0.52912,                0.58889,                0.70323,                0.65635,                0.51886,                0.38234,                0.90464,                0.58656,                0.96369,             0.00040012,             0.00040012,             0.00040012
                    123,                0.31038,                0.39257,                 0.2528,                0.85765,                0.75387,                0.58791,                 0.6713,                0.54282,                0.75443,                0.58787,                0.67065,                0.53035,                0.38437,                0.98335,                0.58136,                0.97208,             0.00039155,             0.00039155,             0.00039155
                    124,                 0.3077,                0.38502,                0.24992,                0.86192,                0.59149,                 0.7079,                0.66173,                0.53656,                0.59681,                0.71342,                 0.6797,                0.52782,                 0.3811,                0.89431,                0.54502,                  0.957,             0.00038297,             0.00038297,             0.00038297
                    125,                0.32133,                0.40511,                0.27119,                0.86888,                0.70671,                0.61381,                0.66356,                0.52703,                0.71496,                0.62027,                 0.6674,                 0.5043,                0.38542,                0.93817,                0.58705,                0.96675,              0.0003744,              0.0003744,              0.0003744
                    126,                0.31385,                0.42212,                0.25093,                0.86377,                0.74846,                0.59309,                0.62791,                0.51941,                0.74691,                0.59025,                0.63506,                0.50896,                 0.3853,                 0.8861,                0.61474,                0.97113,             0.00036582,             0.00036582,             0.00036582
                    127,                0.29846,                0.38188,                0.23847,                0.85277,                0.61498,                0.73062,                0.67063,                0.54674,                0.62126,                0.73708,                 0.6851,                0.52295,                0.37162,                0.82654,                0.59118,                0.95055,             0.00035725,             0.00035725,             0.00035725
                    128,                0.30549,                0.39674,                0.24665,                0.85366,                0.60929,                0.69958,                0.64598,                0.49168,                0.61018,                0.70343,                0.64695,                0.48909,                0.38724,                0.95269,                 0.5241,                0.97098,             0.00034868,             0.00034868,             0.00034868
                    129,                0.29862,                0.38832,                0.24206,                0.85683,                0.57344,                0.70914,                0.61743,                0.52752,                0.57882,                 0.7156,                0.62069,                0.51586,                0.38371,                0.89755,                0.55179,                0.95993,              0.0003401,              0.0003401,              0.0003401
                    130,                0.29859,                0.37373,                0.23461,                0.85585,                 0.7052,                0.63006,                0.61805,                0.51085,                 0.7052,                0.63006,                0.61821,                0.50567,                 0.3916,                0.83704,                0.54208,                0.97908,             0.00033153,             0.00033153,             0.00033153
                    131,                0.29968,                0.38035,                0.23492,                0.85928,                0.66437,                0.68461,                 0.6493,                 0.5536,                0.66539,                0.68554,                0.64959,                0.53438,                0.38062,                 0.8633,                0.58232,                0.96869,             0.00032295,             0.00032295,             0.00032295
                    132,                0.29949,                0.37687,                0.23477,                0.86054,                0.67633,                0.59787,                0.61828,                0.51604,                0.67633,                0.59787,                0.61869,                0.49199,                0.40834,                0.91219,                0.59013,                0.99672,             0.00031438,             0.00031438,             0.00031438
                    133,                0.29772,                0.36988,                0.23709,                0.85657,                0.77091,                0.56805,                0.61333,                0.50534,                0.77091,                0.56805,                0.61359,                0.49549,                0.38739,                0.89089,                0.54673,                0.96785,             0.00030581,             0.00030581,             0.00030581
                    134,                0.29424,                0.37052,                0.23877,                0.85945,                0.64222,                0.66558,                0.59306,                0.50318,                0.64031,                0.66371,                0.59286,                0.48724,                0.38961,                0.88382,                0.56283,                0.97649,             0.00029723,             0.00029723,             0.00029723
                    135,                0.30168,                0.38376,                0.23976,                0.85416,                0.72042,                 0.6059,                0.61006,                0.50857,                0.71939,                0.60496,                0.60868,                0.49761,                0.38841,                0.97246,                0.55208,                0.97651,             0.00028866,             0.00028866,             0.00028866
                    136,                0.29489,                0.37105,                0.22932,                0.85902,                0.66747,                0.59244,                0.58999,                0.49749,                0.66541,                0.59056,                0.58666,                0.48026,                0.38486,                0.90248,                0.60233,                0.97524,             0.00028008,             0.00028008,             0.00028008
                    137,                0.29149,                0.37182,                0.23006,                0.85273,                0.70922,                0.56269,                0.58559,                0.48147,                0.70922,                0.56269,                0.58581,                0.47345,                0.38009,                0.83732,                0.58559,                0.95368,             0.00027151,             0.00027151,             0.00027151
                    138,                0.29114,                0.35837,                0.23052,                0.85657,                0.66782,                0.62818,                0.61953,                0.52625,                0.66477,                0.62608,                0.61702,                 0.5126,                0.38355,                0.88302,                0.56865,                0.96268,             0.00026294,             0.00026294,             0.00026294
                    139,                0.28393,                0.36851,                0.22278,                0.85396,                0.62372,                0.61832,                0.57573,                 0.4914,                 0.6227,                0.61739,                0.57783,                0.48253,                0.37557,                 0.8521,                0.57579,                0.96627,             0.00025436,             0.00025436,             0.00025436
                    140,                0.28678,                0.37029,                0.23429,                0.85648,                0.59215,                0.65047,                0.58632,                0.51388,                0.59117,                0.64953,                0.59059,                0.49596,                 0.3854,                0.93632,                0.56747,                0.98541,             0.00024579,             0.00024579,             0.00024579
                    141,                0.28824,                0.35725,                 0.2313,                0.85933,                 0.6108,                 0.7005,                0.58169,                 0.4959,                0.60987,                0.69956,                0.58102,                0.48219,                0.38003,                 0.9346,                 0.5762,                0.97675,             0.00023721,             0.00023721,             0.00023721
                    142,                0.28943,                0.36897,                0.22685,                0.85683,                0.65228,                0.67517,                0.59902,                0.50949,                0.65168,                0.67421,                0.60077,                0.49256,                0.38164,                0.89949,                0.59059,                0.97321,             0.00022864,             0.00022864,             0.00022864
                    143,                0.28274,                0.36938,                0.22112,                0.85264,                0.70737,                0.61506,                0.60745,                0.50641,                 0.7062,                0.61426,                0.61099,                0.49297,                0.38887,                0.92723,                0.56489,                0.99385,             0.00022007,             0.00022007,             0.00022007
                    144,                0.28568,                0.37301,                0.21997,                0.85237,                0.71227,                0.61606,                0.62239,                0.52883,                0.71227,                0.61606,                0.62191,                0.51727,                0.38495,                0.92071,                0.57741,                0.99059,             0.00021149,             0.00021149,             0.00021149
                    145,                0.28454,                0.36966,                0.22258,                0.84979,                0.58296,                0.66261,                0.60397,                0.51283,                0.58203,                0.66168,                0.58796,                0.49194,                 0.3804,                0.98029,                0.58157,                 0.9813,             0.00020292,             0.00020292,             0.00020292
                    146,                0.27762,                 0.3451,                 0.2191,                0.85323,                 0.6209,                0.65782,                0.62871,                0.53461,                0.61902,                0.65594,                0.61708,                0.51127,                0.38685,                0.98032,                0.56685,                0.99116,             0.00019434,             0.00019434,             0.00019434
                    147,                0.28476,                0.36504,                0.22778,                0.85689,                0.68938,                0.56659,                0.59781,                0.51213,                0.68836,                0.56566,                0.57405,                0.49295,                0.37365,                0.92553,                0.58331,                0.96658,             0.00018577,             0.00018577,             0.00018577
                    148,                0.28028,                0.35464,                0.22397,                0.84735,                0.69127,                0.54838,                0.60147,                0.52157,                0.69021,                0.54744,                0.58873,                0.50427,                0.38625,                0.90414,                0.61533,                0.97844,              0.0001772,              0.0001772,              0.0001772
                    149,                0.28506,                0.37596,                0.22435,                0.85661,                0.70426,                0.55977,                0.59821,                0.52452,                0.70529,                0.56071,                0.59735,                0.51139,                0.37692,                0.88504,                0.60262,                0.97701,             0.00016862,             0.00016862,             0.00016862
                    150,                0.27541,                 0.3631,                0.21584,                0.85118,                0.69073,                0.54476,                0.59828,                0.52671,                 0.6897,                0.54382,                0.59721,                0.51109,                 0.3769,                0.95015,                0.58363,                0.97559,             0.00016005,             0.00016005,             0.00016005
                    151,                0.27815,                0.35527,                0.21979,                0.85168,                0.57821,                0.65047,                 0.5738,                 0.5008,                0.57728,                0.64953,                0.57305,                0.48634,                  0.375,                0.96565,                0.61366,                0.97136,             0.00015147,             0.00015147,             0.00015147
                    152,                0.27247,                0.35014,                 0.2095,                 0.8496,                0.61404,                0.66177,                0.57856,                0.50837,                 0.6131,                0.66083,                0.57809,                0.49453,                0.38051,                0.94943,                0.58305,                0.98802,              0.0001429,              0.0001429,              0.0001429
                    153,                 0.2783,                0.34998,                0.20704,                0.85143,                0.62793,                0.65431,                0.59146,                0.51359,                0.62793,                0.65431,                0.59102,                0.49917,                0.37795,                0.98029,                0.56362,                0.98892,             0.00013433,             0.00013433,             0.00013433
                    154,                0.26959,                0.33681,                0.20901,                0.84641,                0.61833,                0.62533,                0.58281,                0.50468,                0.61643,                0.62346,                0.58123,                0.49451,                0.38114,                  1.013,                0.59208,                0.99294,             0.00012575,             0.00012575,             0.00012575
                    155,                 0.2707,                0.34007,                0.20978,                0.85209,                0.67305,                0.56449,                0.59351,                0.50515,                0.67088,                0.56406,                0.59255,                 0.4895,                0.38527,                 1.0069,                0.58531,                0.99953,             0.00011718,             0.00011718,             0.00011718
                    156,                0.25465,                0.33197,                0.19333,                0.84478,                0.69771,                0.53761,                0.56053,                0.48932,                 0.6959,                0.53569,                0.55941,                0.47557,                0.38823,                 1.1277,                0.60511,                  1.009,              0.0001086,              0.0001086,              0.0001086
                    157,                0.24807,                0.32973,                0.18544,                 0.8312,                0.72062,                0.53907,                0.57353,                0.49962,                0.72139,                0.53799,                0.57167,                0.48854,                0.38178,                 1.0047,                0.58775,                  1.001,             0.00010003,             0.00010003,             0.00010003
                    158,                0.23782,                0.30825,                0.18041,                 0.8337,                0.61572,                0.61546,                0.57443,                0.50082,                0.61475,                0.61453,                 0.5725,                 0.4881,                0.37954,                 1.0031,                0.57998,                0.99307,             9.1456e-05,             9.1456e-05,             9.1456e-05
                    159,                0.24175,                0.32152,                 0.2042,                0.83734,                0.68007,                 0.6165,                0.59417,                0.51025,                 0.6784,                0.61643,                0.59359,                0.50308,                0.37434,                0.99229,                0.62814,                0.98551,             8.2882e-05,             8.2882e-05,             8.2882e-05
                    160,                0.24327,                0.31918,                0.18161,                0.83488,                0.60248,                0.62816,                0.58814,                0.50552,                0.60055,                0.62629,                0.58625,                0.49569,                0.38167,                 1.0328,                0.62558,                0.99161,             7.4308e-05,             7.4308e-05,             7.4308e-05
